kesalahpahaman,1
info,1
mainstream,1
ternaman,1
kelar,1
utang,1
lengser,1
adik,1
kak,1
kenapa,1
medis,1
rejekinya,1
sepi,1
detilnya,1
halaman,1
resistance,1
kalimat,1
pemprov,1
jabar,1
surat,1
rau,1
dprdnya,1
sukses,1
pintu,1
rezeki,1
larang,1
impor,1
karyawannya,1
lamar,1
damai,1
mprof,1
interogasi,1
model,1
patah,1
framingnya,1
jujur,1
nemu,1
analisa,1
lengkap,1
positive,1
unggul,1
skip,1
standar,1
daknya,1
misal,1
perempuan,1
ngegodain,1
in,1
imbalanya,1
sahkanya,1
resah,1
duduk,1
diyeyeyein,1
mojokin,1
kurespon,1
mba,1
backing,1
advocat,1
tera,1
belah,1
peran,1
bro,1
manipulatif,1
terkadang,1
diberitain,1
realita,1
steer,1
heboh,1
imbas,1
rahasia,1
alami,1
stm,1
syahwat,1
parpol,1
kasihan,1
tiket,1
kereta,1
truk,1
bus,1
almet,1
ditanyain,1
basic,1
dijadiin,1
lhaaaa,1
anti,1
gerindra,1
milu,1
dua,1
come,1
polos,1
narik,1
simpati,1
pdip,1
zaman,1
gaya,1
hoaxnya,1
kritis,1
smi,1
kompeten,1
tidur,1
nyenyak,1
dsuatu,1
pengaruh,1
trhadap,1
toh,1
saling,1
tangis,1
dikatain,1
buzzer,1
shut,1
ngebikin,1
prp,1
relevan,1
hipokrit,1
ramah,1
website,1
resmi,1
sumatera,1
plontos,1
gali,1
gundul,1
kelapa,1
klopun,1
prakarsa,1
imb,1
acc,1
handle,1
keteter,1
dingin,1
panas,1
valid,1
minim,1
broadcast,1
to,1
ragu,1
via,1
zoom,1
diancurin,1
dipindahin,1
lari,1
hmmm,1
nganu,1
gin,1
ayat,1
rang,1
lebay,1
cantik,1
baing,1
kerok,1
biang,1
fisik,1
syantik,1
be,1
dair,1
sebab,1
akibanya,1
corona,1
geram,1
muak,1
lucu,1
yah,1
thread,1
substansi,1
erti,1
gmn,1
tapu,1
ngoceh,1
diviralkan,1
orasi,1
seragam,1
buta,1
perkara,1
cenderung,1
mengglorifikasi,1
pretel,1
raja,1
provokasi,1
ide,1
nyorot,1
kacau,1
bentur,1
canda,1
serius,1
inflasi,1
emank,1
olb,1
ump,1
daya,1
tawar,1
barang,1
alir,1
devisa,1
dongkrak,1
mafia,1
bnyak,1
sbentar,1
